,Match_Id,cum_run_conceded,cum_ball_thrown,cum_wicket,Player_Id
4227,598034,1180,984,28.0,89
4252,598036,1212,1007,29.0,89
4287,598039,1229,1019,30.0,89
4360,598045,1260,1043,31.0,89
4394,598048,1281,1055,31.0,89
4475,598055,1302,1079,32.0,89
4510,598058,1324,1091,33.0,89
4561,598062,1343,1109,34.0,89
4607,598066,1357,1121,34.0,89
4798,729290,1383,1139,34.0,89
4833,729296,1405,1163,36.0,89
4870,729302,1443,1181,36.0,89
4915,729310,1456,1205,38.0,89
4973,729320,1463,1211,39.0,89
5019,733980,1492,1235,40.0,89
5042,733984,1513,1253,40.0,89
5102,733994,1543,1271,40.0,89
5159,734004,1566,1295,43.0,89
5182,734008,1579,1301,43.0,89
5227,734016,1609,1325,44.0,89
5264,734022,1627,1343,46.0,89
5865,829782,1666,1367,46.0,89
5985,829802,1689,1379,46.0,89
6146,980906,1712,1397,46.0,89
6204,980916,1722,1421,47.0,89
6321,980936,1752,1439,47.0,89
6367,980944,1774,1457,47.0,89
6392,980948,1793,1481,49.0,89
6432,980954,1817,1499,49.0,89
6475,980962,1843,1517,50.0,89
6523,980970,1863,1535,50.0,89
6550,980974,1885,1559,52.0,89
6611,980984,1930,1583,52.0,89
29,335989,0,0,0.0,90
77,335993,11,24,2.0,90
164,336000,47,48,4.0,90
400,336020,78,66,4.0,90
423,336022,100,90,5.0,90
461,336025,125,114,7.0,90
483,336027,164,138,9.0,90
528,336031,175,144,9.0,90
586,336037,188,168,11.0,90
656,336043,215,192,12.0,90
1230,392231,249,216,15.0,90
1278,392235,278,240,17.0,90
1305,392237,305,264,19.0,90
1424,419113,314,276,19.0,90
1459,419116,351,300,21.0,90
1499,419119,383,324,22.0,90
1733,419139,433,348,24.0,90
1810,419145,446,366,26.0,90
1859,419149,474,390,27.0,90
1922,419154,504,408,27.0,90
78,335993,0,0,0.0,91
165,336000,35,24,1.0,91
200,336003,58,48,2.0,91
232,336006,86,72,2.0,91
275,336009,117,96,3.0,91
327,336014,150,120,6.0,91
401,336020,190,144,8.0,91
424,336022,225,157,8.0,91
529,336031,259,181,10.0,91
587,336037,284,205,10.0,91
657,336043,320,229,14.0,91
710,392188,370,253,16.0,91
1425,419113,395,265,17.0,91
3193,548327,418,283,18.0,91
3462,548352,440,297,18.0,91
3633,548366,449,305,18.0,91
3746,548376,467,332,18.0,91
2662,501248,0,0,0.0,93
173,336001,0,0,0.0,94
201,336003,40,24,0.0,94
249,336007,69,48,1.0,94
300,336011,88,72,3.0,94
344,336015,104,96,3.0,94
367,336017,131,120,6.0,94
417,336021,145,144,7.0,94
530,336031,178,156,7.0,94
563,336034,204,180,8.0,94
612,336039,232,204,10.0,94
700,392187,252,228,10.0,94
734,392190,258,240,10.0,94
759,392193,293,264,11.0,94
1438,419114,314,282,12.0,94
1477,419117,352,306,12.0,94
1510,419120,388,330,13.0,94
1559,419124,406,354,13.0,94
1601,419128,432,378,16.0,94
1660,419133,457,402,16.0,94
1720,419138,499,426,17.0,94
1763,419141,519,450,18.0,94
1873,419150,550,474,19.0,94
1910,419153,588,498,19.0,94
1946,419156,615,522,20.0,94
1983,419159,633,546,23.0,94
2017,419162,648,570,24.0,94
2081,419167,666,594,24.0,94
2102,419169,709,618,26.0,94
2137,501204,720,636,27.0,94
2185,501208,738,660,29.0,94
2246,501213,771,684,30.0,94
2297,501217,795,708,33.0,94
2344,501221,819,726,33.0,94
2432,501229,843,750,33.0,94
2494,501234,882,774,33.0,94
2614,501244,898,795,36.0,94
2663,501248,929,819,37.0,94
2743,501255,953,843,39.0,94
2849,501264,983,867,39.0,94
2909,501269,1006,891,40.0,94
3060,548316,1019,909,41.0,94
3096,548319,1039,937,41.0,94
3179,548326,1051,961,41.0,94
3235,548331,1070,985,41.0,94
3343,548340,1114,1007,41.0,94
3444,548351,1137,1032,41.0,94
3472,548353,1144,1059,41.0,94
3521,548357,1189,1084,41.0,94
3570,548361,1214,1108,41.0,94
3687,548371,1244,1126,41.0,94
3767,548378,1270,1150,41.0,94
3801,548381,1286,1174,41.0,94
3896,598005,1294,1198,41.0,94
3941,598009,1305,1221,41.0,94
4009,598015,1351,1253,41.0,94
4046,598018,1361,1278,41.0,94
4100,598023,1389,1303,41.0,94
4136,598026,1423,1327,41.0,94
4240,598035,1437,1351,41.0,94
4263,598037,1482,1375,42.0,94
4347,598044,1497,1399,43.0,94
4406,598049,1524,1423,43.0,94
4453,598053,1545,1447,45.0,94
4488,598056,1561,1471,45.0,94
4548,598061,1578,1495,45.0,94
4596,598065,1598,1519,47.0,94
4655,598070,1621,1543,47.0,94
4702,598074,1638,1567,49.0,94
4727,598076,1662,1591,51.0,94
4799,729290,1685,1615,52.0,94
4855,729300,1714,1639,54.0,94
4892,729306,1740,1663,54.0,94
4948,729316,1773,1687,56.0,94
4985,729322,1793,1711,56.0,94
5031,733982,1813,1735,58.0,94
5103,733994,1852,1759,58.0,94
5125,733998,1883,1783,60.0,94
5171,734006,1903,1807,62.0,94
5203,734012,1932,1831,62.0,94
5252,734020,1983,1855,62.0,94
5287,734026,2007,1879,63.0,94
5332,734034,2030,1903,63.0,94
5377,734042,2073,1927,63.0,94
5611,829736,2116,1951,63.0,94
5684,829748,2143,1975,64.0,94
5734,829756,2167,1993,64.0,94
5888,829786,2205,2017,66.0,94
6040,829812,2242,2041,66.0,94
6086,829820,2259,2047,66.0,94
6311,980934,2286,2065,66.0,94
152,335999,0,0,0.0,98
213,336004,30,24,1.0,98
509,336029,62,48,2.0,98
105,335995,0,0,0.0,99
153,335999,30,18,1.0,99
214,336004,53,30,1.0,99
128,335997,0,0,0.0,102
225,336005,31,24,0.0,102
285,336010,61,48,2.0,102
322,336013,75,72,8.0,102
357,336016,88,91,8.0,102
497,336028,127,115,8.0,102
543,336032,137,139,11.0,102
598,336038,163,163,14.0,102
637,336041,196,187,17.0,102
658,336043,210,211,21.0,102
678,336045,226,223,21.0,102
860,392202,0,0,0.0,104
884,392204,29,18,1.0,104
937,392208,58,42,4.0,104
989,392212,71,54,5.0,104
1039,392216,84,66,6.0,104
1139,392224,102,78,6.0,104
1254,392233,104,84,6.0,104
1291,392236,127,102,7.0,104
1316,392238,139,114,7.0,104
1401,419111,161,120,7.0,104
1439,419114,175,132,8.0,104
1486,419118,186,138,8.0,104
1545,419123,190,144,9.0,104
2237,501212,202,150,9.0,104
2795,501259,216,162,11.0,104
2840,501263,242,174,11.0,104
2876,501266,255,198,15.0,104
3036,548314,279,216,16.0,104
3236,548331,287,222,16.0,104
4656,598070,300,228,16.0,104
226,336005,0,0,0.0,105
263,336008,31,24,3.0,105
345,336015,58,48,5.0,105
392,336019,88,66,5.0,105
544,336032,131,90,6.0,105
624,336040,161,111,8.0,105
10,335987,0,0,0.0,106
56,335991,9,18,2.0,106
138,335998,27,36,3.0,106
189,336002,52,54,3.0,106
227,336005,64,78,4.0,106
264,336008,94,102,4.0,106
346,336015,118,120,5.0,106
393,336019,138,138,5.0,106
425,336022,171,162,8.0,106
516,336030,200,186,9.0,106
545,336032,210,198,9.0,106
625,336040,242,222,9.0,106
723,392189,260,234,9.0,106
749,392191,284,252,10.0,106
861,392202,318,276,11.0,106
938,392208,342,288,11.0,106
990,392212,369,306,12.0,106
1040,392216,395,318,12.0,106
1292,392236,412,330,12.0,106
1317,392238,441,354,13.0,106
1546,419123,453,378,13.0,106
1649,419132,481,402,15.0,106
1860,419149,500,414,15.0,106
1911,419153,521,438,17.0,106
1968,419158,536,457,19.0,106
2029,419163,561,469,19.0,106
2066,419166,585,493,21.0,106
2160,501206,605,517,22.0,106
2198,501209,612,529,22.0,106
2310,501218,646,550,23.0,106
2345,501221,688,574,25.0,106
2467,501232,721,598,26.0,106
3023,548313,757,619,27.0,106
3086,548318,773,645,27.0,106
3157,548324,785,664,27.0,106
3194,548327,803,682,27.0,106
3247,548332,831,708,27.0,106
3509,548356,855,735,27.0,106
3536,548358,888,760,27.0,106
3897,598005,915,773,27.0,106
3930,598008,943,798,27.0,106
3999,598014,970,811,27.0,106
4020,598016,991,829,27.0,106
4069,598020,1052,855,27.0,106
4101,598023,1086,879,27.0,106
4182,598030,1109,905,27.0,106
4206,598032,1145,930,27.0,106
4299,598040,1193,954,29.0,106
4334,598043,1224,978,32.0,106
4382,598047,1265,1002,32.0,106
4535,598060,1317,1026,34.0,106
4681,598072,1352,1050,36.0,106
4773,729286,1373,1074,38.0,106
4811,729292,1424,1098,38.0,106
4881,729304,1438,1122,39.0,106
4916,729310,1464,1146,39.0,106
4958,729318,1472,1158,39.0,106
5032,733982,1491,1176,40.0,106
5066,733988,1530,1200,41.0,106
5160,734004,1568,1218,42.0,106
5320,734032,1605,1236,42.0,106
6041,829812,1643,1260,43.0,106
6076,829818,1666,1272,43.0,106
6393,980948,1705,1290,43.0,106
6433,980954,1728,1314,46.0,106
6476,980962,1768,1338,48.0,106
6524,980970,1801,1356,49.0,106
6551,980974,1835,1380,50.0,106
6612,980984,1861,1401,50.0,106
6672,980994,1887,1425,50.0,106
6720,981002,1900,1431,50.0,106
6767,981010,1920,1455,53.0,106
286,336010,0,0,0.0,108
174,336001,0,0,0.0,109
233,336006,38,24,1.0,109
287,336010,78,48,1.0,109
307,336012,88,53,1.0,109
328,336014,114,77,2.0,109
377,336018,149,101,4.0,109
436,336023,174,125,5.0,109
517,336030,218,143,5.0,109
564,336034,243,167,5.0,109
599,336038,275,191,9.0,109
644,336042,310,215,11.0,109
668,336044,347,239,13.0,109
679,336045,374,263,15.0,109
735,392190,399,287,17.0,109
768,392194,411,299,18.0,109
844,392201,452,323,19.0,109
922,392207,481,341,19.0,109
972,392211,502,365,21.0,109
1011,392214,534,389,22.0,109
1077,392219,558,407,24.0,109
1116,392222,594,425,25.0,109
1202,392229,618,443,26.0,109
1239,392232,631,467,28.0,109
1293,392236,662,491,29.0,109
1377,392243,701,509,29.0,109
1449,419115,727,527,30.0,109
1487,419118,768,551,30.0,109
1517,419121,774,563,31.0,109
1579,419126,800,581,31.0,109
1602,419128,823,605,33.0,109
1623,419130,851,629,34.0,109
1671,419134,877,653,34.0,109
1721,419138,923,677,36.0,109
1772,419142,963,701,36.0,109
1969,419158,1019,725,38.0,109
1990,419160,1033,737,38.0,109
2041,419164,1049,753,38.0,109
2090,419168,1097,777,39.0,109
2113,419170,1112,795,40.0,109
2125,501203,1132,813,41.0,109
2223,501211,1164,831,41.0,109
2284,501216,1202,849,42.0,109
2333,501220,1236,873,44.0,109
2393,501226,1253,885,44.0,109
2455,501231,1272,909,45.0,109
2573,501241,1301,933,48.0,109
2623,501245,1339,957,51.0,109
2687,501250,1363,981,53.0,109
2734,501254,1377,993,53.0,109
2783,501258,1398,1011,54.0,109
2929,501271,1434,1029,55.0,109
2952,501273,1450,1041,56.0,109
2988,501276,1490,1065,56.0,109
3000,548311,1514,1083,56.0,109
3061,548316,1534,1107,56.0,109
3120,548321,1553,1120,56.0,109
3147,548323,1577,1132,56.0,109
3195,548327,1610,1160,56.0,109
3412,548348,1631,1173,56.0,109
3463,548352,1660,1197,56.0,109
3522,548357,1679,1226,56.0,109
3559,548360,1695,1244,56.0,109
3634,548366,1729,1262,56.0,109
3664,548369,1747,1281,56.0,109
3747,548376,1761,1306,56.0,109
3839,548384,1787,1329,56.0,109
3849,548385,1818,1353,56.0,109
3863,548386,1846,1371,56.0,109
4126,598025,1882,1397,56.0,109
4149,598027,1894,1416,56.0,109
4335,598043,1929,1441,56.0,109
4371,598046,1949,1459,56.0,109
4622,598067,1969,1483,56.0,109
4715,598075,2001,1507,59.0,109
4751,598078,2027,1525,60.0,109
4774,729286,2039,1543,62.0,109
4812,729292,2057,1561,63.0,109
4882,729304,2080,1579,64.0,109
4959,729318,2101,1591,65.0,109
5112,733996,2125,1603,65.0,109
5161,734004,2145,1627,66.0,109
5466,829712,2165,1639,66.0,109
5777,829766,2193,1657,66.0,109
5960,829798,2218,1675,67.0,109
6008,829806,2253,1693,67.0,109
6368,980944,2274,1711,69.0,109
6434,980954,2310,1729,71.0,109
250,336007,0,0,0.0,111
251,336007,0,0,0.0,112
2186,501208,19,12,1.0,112
276,336009,0,0,0.0,115
323,336013,13,12,0.0,115
437,336023,32,30,2.0,115
474,336026,65,48,2.0,115
510,336029,81,62,4.0,115
638,336041,100,74,4.0,115
690,392186,137,98,5.0,115
1051,392217,152,104,5.0,115
1089,392220,177,122,6.0,115
1182,392227,199,133,6.0,115
234,336006,0,0,0.0,116
277,336009,40,24,0.0,116
329,336014,61,48,1.0,116
402,336020,90,72,3.0,116
426,336022,123,96,3.0,116
484,336027,152,120,4.0,116
531,336031,164,126,5.0,116
711,392188,215,144,5.0,116
769,392194,234,156,5.0,116
822,392199,262,180,8.0,116
870,392203,294,204,9.0,116
908,392206,322,228,9.0,116
973,392211,346,252,10.0,116
1041,392216,387,270,11.0,116
1090,392220,416,294,13.0,116
1140,392224,434,318,13.0,116
1190,392228,466,336,14.0,116
1231,392231,484,360,17.0,116
1341,392240,522,384,18.0,116
1365,392242,550,408,20.0,116
1426,419113,571,424,20.0,116
1460,419116,603,448,21.0,116
1500,419119,623,472,22.0,116
1518,419121,664,496,23.0,116
1661,419133,710,520,23.0,116
1811,419145,742,544,24.0,116
1861,419149,764,568,27.0,116
1956,419157,794,586,27.0,116
3585,548362,828,609,29.0,116
3989,598013,865,634,29.0,116
4703,598074,896,648,29.0,116
6168,980910,913,660,29.0,116
6542,980972,934,672,29.0,116
79,335993,0,0,0.0,117
166,336000,19,24,2.0,117
202,336003,58,48,4.0,117
235,336006,100,72,4.0,117
278,336009,134,96,5.0,117
330,336014,180,120,6.0,117
462,336025,213,144,7.0,117
659,336043,264,168,7.0,117
30,335989,0,0,0.0,118
80,335993,21,24,1.0,118
167,336000,43,48,1.0,118
203,336003,72,72,2.0,118
236,336006,101,96,6.0,118
279,336009,122,120,7.0,118
331,336014,148,144,7.0,118
403,336020,171,168,7.0,118
427,336022,183,192,7.0,118
463,336025,205,216,7.0,118
485,336027,247,240,9.0,118
532,336031,265,252,10.0,118
588,336037,280,276,12.0,118
660,336043,319,300,12.0,118
19,335988,0,0,0.0,119
90,335994,47,24,1.0,119
139,335998,76,48,3.0,119
175,336001,108,72,4.0,119
237,336006,135,94,6.0,119
308,336012,170,112,7.0,119
438,336023,215,130,7.0,119
691,392186,239,148,8.0,119
736,392190,264,172,9.0,119
770,392194,274,178,10.0,119
845,392201,282,184,10.0,119
1519,419121,296,190,10.0,119
1624,419130,339,214,11.0,119
1672,419134,362,226,12.0,119
2394,501226,385,238,12.0,119
20,335988,0,0,0.0,120
91,335994,42,24,1.0,120
140,335998,60,48,2.0,120
176,336001,100,72,4.0,120
238,336006,134,96,7.0,120
288,336010,173,120,8.0,120
309,336012,198,138,8.0,120
332,336014,213,156,9.0,120
378,336018,249,180,10.0,120
439,336023,287,204,11.0,120
518,336030,318,222,11.0,120
565,336034,335,246,11.0,120
600,336038,346,270,13.0,120
645,336042,378,288,13.0,120
669,336044,399,312,14.0,120
680,336045,413,336,16.0,120
692,392186,443,360,17.0,120
737,392190,475,384,19.0,120
771,392194,499,402,20.0,120
846,392201,544,426,21.0,120
1078,392219,564,432,21.0,120
1330,392239,583,438,21.0,120
1378,392243,592,450,21.0,120
1488,419118,615,462,22.0,120
1580,419126,648,480,23.0,120
1722,419138,668,492,23.0,120
2247,501213,707,510,23.0,120
2298,501217,738,534,26.0,120
2495,501234,773,546,26.0,120
3062,548316,792,564,27.0,120
3269,548334,845,589,27.0,120
3385,548346,866,614,27.0,120
3688,548371,892,639,27.0,120
3768,548378,931,664,27.0,120
3802,548381,956,689,27.0,120
4082,598021,992,715,27.0,120
4137,598026,1008,741,27.0,120
4183,598030,1032,765,27.0,120
4324,598042,1064,789,27.0,120
4372,598046,1107,813,28.0,120
4418,598050,1136,825,28.0,120
4502,598057,1183,849,28.0,120
4646,598069,1205,861,28.0,120
21,335988,0,0,0.0,121
92,335994,33,24,1.0,121
141,335998,73,48,3.0,121
239,336006,85,72,3.0,121
289,336010,112,96,3.0,121
310,336012,132,120,4.0,121
333,336014,156,144,5.0,121
379,336018,181,168,5.0,121
440,336023,213,192,6.0,121
519,336030,233,204,6.0,121
566,336034,274,228,6.0,121
601,336038,293,252,7.0,121
646,336042,324,276,7.0,121
670,336044,346,300,8.0,121
681,336045,365,324,9.0,121
738,392190,404,348,11.0,121
772,392194,415,372,14.0,121
847,392201,441,390,14.0,121
923,392207,458,414,15.0,121
974,392211,491,438,15.0,121
1012,392214,513,462,16.0,121
1079,392219,524,480,18.0,121
1117,392222,561,504,18.0,121
1203,392229,583,528,20.0,121
1240,392232,607,552,21.0,121
1294,392236,626,576,21.0,121
1331,392239,642,600,22.0,121
1379,392243,650,624,24.0,121
1450,419115,665,648,25.0,121
1489,419118,693,672,25.0,121
1520,419121,709,696,26.0,121
1581,419126,734,720,28.0,121
1603,419128,760,748,32.0,121
1625,419130,785,772,35.0,121
1673,419134,817,796,37.0,121
1723,419138,851,820,37.0,121
1773,419142,872,844,37.0,121
1970,419158,924,868,38.0,121
2091,419168,971,892,39.0,121
2114,419170,987,916,40.0,121
2151,501205,1004,940,41.0,121
2238,501212,1031,964,41.0,121
2371,501224,1073,987,42.0,121
2447,501230,1091,1011,43.0,121
2877,501266,1119,1030,43.0,121
3048,548315,1145,1054,43.0,121
3111,548320,1170,1078,43.0,121
3148,548323,1199,1104,43.0,121
3216,548329,1220,1128,43.0,121
3571,548361,1255,1152,43.0,121
3622,548365,1273,1176,43.0,121
3641,548367,1297,1200,43.0,121
3700,548372,1313,1224,43.0,121
3757,548377,1328,1249,43.0,121
3803,548381,1371,1274,43.0,121
3886,598004,1400,1299,43.0,121
3942,598009,1430,1323,43.0,121
3990,598013,1447,1348,43.0,121
4383,598047,1476,1373,43.0,121
4419,598050,1508,1391,43.0,121
4454,598053,1552,1415,44.0,121
4883,729304,1575,1439,45.0,121
5193,734010,1600,1451,45.0,121
5241,734018,1625,1475,47.0,121
5288,734026,1654,1499,48.0,121
5321,734032,1680,1523,48.0,121
240,336006,0,0,0.0,122
290,336010,29,24,0.0,122
311,336012,46,42,0.0,122
520,336030,83,66,0.0,122
567,336034,104,90,4.0,122
602,336038,131,114,4.0,122
647,336042,174,138,4.0,122
671,336044,198,162,5.0,122
682,336045,221,186,7.0,122
129,335997,0,0,0.0,124
252,336007,22,24,0.0,124
301,336011,55,48,1.0,124
347,336015,91,68,1.0,124
368,336017,112,86,1.0,124
418,336021,157,110,1.0,124
498,336028,193,134,1.0,124
533,336031,225,158,2.0,124
568,336034,243,182,4.0,124
613,336039,257,206,7.0,124
701,392187,304,230,7.0,124
739,392190,309,249,12.0,124
760,392193,335,273,12.0,124
798,392196,374,297,12.0,124
823,392199,393,321,13.0,124
885,392204,415,345,13.0,124
947,392209,431,369,15.0,124
1003,392213,456,393,17.0,124
1063,392218,474,405,17.0,124
1128,392223,486,417,17.0,124
1166,392226,518,441,17.0,124
1204,392229,546,465,18.0,124
1306,392237,558,489,20.0,124
1354,392241,582,513,22.0,124
1380,392243,605,537,24.0,124
1390,392244,635,561,24.0,124
1440,419114,651,585,28.0,124
1478,419117,670,609,28.0,124
1511,419120,710,633,28.0,124
1560,419124,719,656,31.0,124
1604,419128,737,680,32.0,124
1662,419133,752,704,33.0,124
1724,419138,782,728,33.0,124
1764,419141,798,752,34.0,124
1812,419145,831,776,35.0,124
1874,419150,864,800,36.0,124
1912,419153,902,824,37.0,124
1947,419156,919,848,38.0,124
1984,419159,946,872,39.0,124
2018,419162,974,896,39.0,124
2082,419167,1012,920,40.0,124
2103,419169,1042,944,41.0,124
31,335989,0,0,0.0,126
70,335992,25,18,0.0,126
106,335995,61,42,1.0,126
130,335997,116,66,1.0,126
228,336005,136,84,3.0,126
291,336010,165,108,3.0,126
324,336013,181,132,5.0,126
358,336016,202,150,5.0,126
404,336020,230,174,6.0,126
454,336024,254,198,6.0,126
499,336028,291,222,6.0,126
546,336032,312,246,8.0,126
603,336038,334,270,10.0,126
661,336043,389,294,11.0,126
683,336045,406,318,14.0,126
702,392187,420,330,14.0,126
784,392195,445,348,16.0,126
834,392200,481,366,17.0,126
871,392203,505,390,19.0,126
924,392207,519,414,21.0,126
961,392210,544,438,23.0,126
1064,392218,567,450,23.0,126
1154,392225,583,462,24.0,126
1217,392230,586,468,24.0,126
1279,392235,608,491,26.0,126
1318,392238,647,515,28.0,126
1461,419116,661,539,30.0,126
1512,419120,693,557,31.0,126
1547,419123,716,575,31.0,126
1615,419129,736,593,32.0,126
2161,501206,779,617,33.0,126
2208,501210,799,635,33.0,126
2273,501215,809,653,33.0,126
2355,501223,824,671,33.0,126
2395,501226,832,685,36.0,126
2433,501229,872,709,37.0,126
2515,501236,907,733,38.0,126
2587,501242,925,757,40.0,126
2636,501246,943,781,42.0,126
2701,501251,973,805,43.0,126
2757,501256,1002,829,45.0,126
2816,501261,1023,853,50.0,126
2899,501268,1060,877,50.0,126
2966,501274,1083,895,50.0,126
2976,501275,1110,919,53.0,126
3024,548313,1137,943,55.0,126
3097,548319,1163,967,55.0,126
3131,548322,1183,991,55.0,126
3226,548330,1211,1013,55.0,126
3331,548339,1226,1031,55.0,126
3376,548344,1267,1055,55.0,126
3445,548351,1307,1080,55.0,126
3510,548356,1329,1105,55.0,126
3560,548360,1352,1130,55.0,126
3654,548368,1397,1155,55.0,126
3701,548372,1429,1179,55.0,126
3734,548375,1473,1206,55.0,126
3887,598004,1490,1230,55.0,126
3920,598007,1530,1254,55.0,126
4170,598029,1558,1279,55.0,126
4716,598075,1594,1303,55.0,126
334,336014,0,0,0.0,127
380,336018,15,6,0.0,127
441,336023,23,12,0.0,127
57,335991,0,0,0.0,131
81,335993,18,24,2.0,131
107,335995,30,30,2.0,131
154,335999,53,42,2.0,131
312,336012,67,54,2.0,131
359,336016,89,78,3.0,131
394,336019,136,102,4.0,131
464,336025,161,114,4.0,131
511,336029,180,126,5.0,131
578,336036,203,150,5.0,131
614,336039,233,174,7.0,131
648,336042,261,198,9.0,131
724,392189,289,222,10.0,131
761,392193,303,246,12.0,131
812,392197,330,270,13.0,131
848,392201,351,294,16.0,131
909,392206,362,306,18.0,131
962,392210,386,330,19.0,131
1013,392214,413,354,20.0,131
1106,392221,439,378,20.0,131
1155,392225,463,402,20.0,131
1191,392228,488,423,21.0,131
1255,392233,514,447,23.0,131
1269,392234,538,465,23.0,131
1355,392241,550,477,23.0,131
1366,392242,582,501,25.0,131
1391,392244,609,519,25.0,131
1402,419111,637,543,28.0,131
1451,419115,656,567,28.0,131
1536,419122,684,591,30.0,131
1567,419125,715,615,31.0,131
1638,419131,751,639,32.0,131
1685,419135,791,657,33.0,131
1747,419140,815,681,35.0,131
1786,419143,853,705,37.0,131
1824,419146,879,729,40.0,131
1875,419150,916,747,41.0,131
1896,419152,940,771,43.0,131
1948,419156,960,789,44.0,131
2005,419161,982,813,46.0,131
2052,419165,1001,825,46.0,131
2092,419168,1017,849,48.0,131
2104,419169,1044,873,49.0,131
2138,501204,1066,896,49.0,131
2187,501208,1110,919,49.0,131
2346,501221,1136,943,49.0,131
2434,501229,1157,961,50.0,131
2574,501241,1186,985,51.0,131
2615,501244,1212,1009,54.0,131
2744,501255,1244,1033,55.0,131
2817,501261,1257,1051,56.0,131
2850,501264,1273,1075,56.0,131
2910,501269,1308,1099,58.0,131
3001,548311,1333,1117,59.0,131
3025,548313,1350,1141,61.0,131
3098,548319,1373,1165,61.0,131
3132,548322,1410,1190,61.0,131
3227,548330,1429,1202,61.0,131
3332,548339,1448,1226,61.0,131
3511,548356,1471,1247,61.0,131
3623,548365,1494,1272,61.0,131
3655,548368,1518,1285,61.0,131
3921,598007,1544,1303,61.0,131
3965,598011,1560,1327,61.0,131
4021,598016,1589,1352,61.0,131
4111,598024,1607,1366,61.0,131
4228,598034,1638,1390,61.0,131
4325,598042,1659,1414,63.0,131
4348,598044,1681,1432,65.0,131
4428,598051,1699,1456,65.0,131
4476,598055,1710,1470,68.0,131
4536,598060,1733,1494,70.0,131
4597,598065,1761,1512,70.0,131
4633,598068,1798,1536,70.0,131
4717,598075,1834,1560,71.0,131
4739,598077,1854,1572,71.0,131
4752,598078,1890,1596,71.0,131
4765,729284,1918,1620,72.0,131
4813,729292,1954,1644,72.0,131
4906,729308,1991,1668,72.0,131
4938,729314,2016,1692,73.0,131
4986,729322,2042,1716,73.0,131
5172,734006,2085,1734,73.0,131
5216,734014,2117,1758,73.0,131
5265,734022,2142,1782,73.0,131
5309,734030,2172,1806,75.0,131
5342,734036,2200,1830,75.0,131
5401,734046,2233,1854,75.0,131
5424,734050,2264,1878,75.0,131
5455,829710,2298,1896,76.0,131
862,392202,0,0,0.0,133
898,392205,11,12,0.0,133
1004,392213,18,18,0.0,133
1091,392220,39,30,0.0,133
534,336031,0,0,0.0,135
872,392203,3,6,1.0,135
910,392206,7,12,1.0,135
975,392211,22,18,1.0,135
1141,392224,45,36,1.0,135
1192,392228,63,60,1.0,135
1232,392231,71,72,1.0,135
1280,392235,78,78,1.0,135
1367,392242,88,84,1.0,135
1427,419113,101,102,1.0,135
1521,419121,108,108,2.0,135
1991,419160,138,121,3.0,135
2053,419165,157,145,4.0,135
2152,501205,171,151,4.0,135
2209,501210,201,175,5.0,135
2248,501213,213,181,5.0,135
2285,501216,235,193,5.0,135
2408,501227,256,205,5.0,135
2710,501252,271,217,5.0,135
3248,548332,279,223,5.0,135
3427,548349,303,235,5.0,135
3572,548361,322,247,5.0,135
3758,548377,339,253,5.0,135
3804,548381,349,260,5.0,135
3943,598009,354,267,5.0,135
405,336020,0,0,0.0,136
428,336022,27,17,2.0,136
465,336025,40,35,2.0,136
486,336027,57,59,7.0,136
589,336037,78,71,8.0,136
662,336043,101,95,9.0,136
824,392199,138,119,11.0,136
873,392203,157,143,12.0,136
911,392206,191,168,15.0,136
976,392211,223,192,16.0,136
1042,392216,247,210,16.0,136
1092,392220,265,234,16.0,136
1142,392224,285,258,16.0,136
1193,392228,299,282,19.0,136
1281,392235,338,300,19.0,136
1342,392240,371,324,22.0,136
1368,392242,413,348,22.0,136
1428,419113,432,372,25.0,136
1462,419116,455,396,26.0,136
1501,419119,489,420,27.0,136
1522,419121,533,444,28.0,136
1568,419125,558,462,29.0,136
1663,419133,570,480,30.0,136
1696,419136,593,504,32.0,136
1734,419139,611,528,33.0,136
1813,419145,636,552,36.0,136
1862,419149,668,576,39.0,136
1923,419154,709,600,39.0,136
1957,419157,724,624,40.0,136
1992,419160,754,642,40.0,136
2054,419165,767,666,41.0,136
2139,501204,795,690,42.0,136
2188,501208,823,714,42.0,136
2249,501213,842,738,44.0,136
2299,501217,883,762,45.0,136
2347,501221,911,786,47.0,136
2435,501229,939,810,48.0,136
2496,501234,953,834,50.0,136
2575,501241,965,858,51.0,136
2616,501244,999,876,51.0,136
2664,501248,1021,894,52.0,136
2745,501255,1074,918,53.0,136
2818,501261,1100,938,54.0,136
2851,501264,1118,962,55.0,136
2911,501269,1144,986,57.0,136
3099,548319,1153,1010,61.0,136
3180,548326,1184,1034,61.0,136
3237,548331,1209,1047,61.0,136
3270,548334,1240,1072,61.0,136
3344,548340,1283,1097,61.0,136
3386,548346,1309,1122,61.0,136
3446,548351,1333,1141,61.0,136
3473,548353,1360,1166,61.0,136
3523,548357,1380,1184,61.0,136
3573,548361,1398,1196,61.0,136
3608,548364,1426,1220,61.0,136
3689,548371,1446,1232,61.0,136
3769,548378,1477,1250,61.0,136
3805,548381,1496,1275,61.0,136
3898,598005,1516,1299,61.0,136
3944,598009,1535,1323,61.0,136
4010,598015,1550,1347,61.0,136
4047,598018,1565,1371,61.0,136
4102,598023,1593,1389,61.0,136
4138,598026,1612,1413,61.0,136
4241,598035,1641,1437,61.0,136
